id,airport,start,finish,capacity,type,misuse_penalty
819,PUF,2008-03-01T20:00,2008-03-01T21:00,1,l,0
820,PUF,2008-03-01T21:00,2008-03-01T22:00,2,l,0
821,RNS,2008-03-01T05:00,2008-03-01T06:00,6,t,0
822,RNS,2008-03-01T06:00,2008-03-01T07:00,2,t,0
823,RNS,2008-03-01T07:00,2008-03-01T08:00,2,t,2000
824,RNS,2008-03-01T07:00,2008-03-01T08:00,2,l,0
825,RNS,2008-03-01T08:00,2008-03-01T09:00,2,t,0
826,RNS,2008-03-01T08:00,2008-03-01T09:00,1,l,0
827,RNS,2008-03-01T09:00,2008-03-01T10:00,1,t,0
828,RNS,2008-03-01T09:00,2008-03-01T10:00,3,l,0
829,RNS,2008-03-01T10:00,2008-03-01T11:00,1,t,0
830,RNS,2008-03-01T10:00,2008-03-01T11:00,1,l,0
831,RNS,2008-03-01T11:00,2008-03-01T12:00,1,t,0
832,RNS,2008-03-01T12:00,2008-03-01T13:00,1,t,0
833,RNS,2008-03-01T12:00,2008-03-01T13:00,2,l,0
834,RNS,2008-03-01T13:00,2008-03-01T14:00,3,l,0
835,RNS,2008-03-01T14:00,2008-03-01T15:00,3,t,0
836,RNS,2008-03-01T16:00,2008-03-01T17:00,1,l,0
837,RNS,2008-03-01T17:00,2008-03-01T18:00,4,t,0
838,RNS,2008-03-01T17:00,2008-03-01T18:00,3,l,6000
839,RNS,2008-03-01T18:00,2008-03-01T19:00,1,t,0
840,RNS,2008-03-01T19:00,2008-03-01T20:00,1,t,4000
841,RNS,2008-03-01T18:00,2008-03-01T19:00,1,l,0
842,RNS,2008-03-01T19:00,2008-03-01T20:00,1,l,0
843,RNS,2008-03-01T20:00,2008-03-01T21:00,3,l,0
844,RNS,2008-03-01T21:00,2008-03-01T22:00,3,l,0
845,SVO,2008-03-01T05:00,2008-03-01T06:00,1,t,0
846,SVO,2008-03-01T06:00,2008-03-01T07:00,1,t,3000
847,SVO,2008-03-01T07:00,2008-03-01T08:00,1,t,0
848,SVO,2008-03-01T10:00,2008-03-01T11:00,1,t,0
849,SVO,2008-03-01T10:00,2008-03-01T11:00,1,l,0
850,SVO,2008-03-01T11:00,2008-03-01T12:00,2,t,0
851,SVO,2008-03-01T11:00,2008-03-01T12:00,1,l,0
852,SVO,2008-03-01T12:00,2008-03-01T13:00,1,t,0
853,SVO,2008-03-01T13:00,2008-03-01T14:00,1,t,0
854,SVO,2008-03-01T12:00,2008-03-01T13:00,1,l,0
855,SVO,2008-03-01T13:00,2008-03-01T14:00,1,l,8000
856,SVO,2008-03-01T14:00,2008-03-01T15:00,1,l,0
857,SVO,2008-03-01T15:00,2008-03-01T16:00,1,l,0
858,SVO,2008-03-01T16:00,2008-03-01T17:00,1,t,0
859,SVO,2008-03-01T16:00,2008-03-01T17:00,1,l,0
860,SVO,2008-03-01T18:00,2008-03-01T19:00,1,t,0
861,SVO,2008-03-01T18:00,2008-03-01T19:00,1,l,0
862,SVO,2008-03-01T19:00,2008-03-01T20:00,1,l,0
863,SXB,2008-03-01T05:00,2008-03-01T06:00,7,t,0
864,SXB,2008-03-01T06:00,2008-03-01T07:00,3,t,0
865,SXB,2008-03-01T06:00,2008-03-01T07:00,4,l,0
866,SXB,2008-03-01T07:00,2008-03-01T08:00,3,t,0
867,SXB,2008-03-01T07:00,2008-03-01T08:00,3,l,0
868,SXB,2008-03-01T08:00,2008-03-01T09:00,2,t,0
869,SXB,2008-03-01T08:00,2008-03-01T09:00,3,l,0
870,SXB,2008-03-01T09:00,2008-03-01T10:00,3,t,0
871,SXB,2008-03-01T09:00,2008-03-01T10:00,4,l,0
872,SXB,2008-03-01T10:00,2008-03-01T11:00,2,t,0
873,SXB,2008-03-01T11:00,2008-03-01T12:00,2,l,9000
874,SXB,2008-03-01T12:00,2008-03-01T13:00,3,t,7000
875,SXB,2008-03-01T12:00,2008-03-01T13:00,4,l,0
876,SXB,2008-03-01T13:00,2008-03-01T14:00,3,t,0
877,SXB,2008-03-01T13:00,2008-03-01T14:00,2,l,0
878,SXB,2008-03-01T14:00,2008-03-01T15:00,4,t,0
879,SXB,2008-03-01T14:00,2008-03-01T15:00,1,l,0
880,SXB,2008-03-01T15:00,2008-03-01T16:00,3,t,0
881,SXB,2008-03-01T16:00,2008-03-01T17:00,3,t,9000
882,SXB,2008-03-01T15:00,2008-03-01T16:00,2,l,0
883,SXB,2008-03-01T16:00,2008-03-01T17:00,2,l,8000
884,SXB,2008-03-01T17:00,2008-03-01T18:00,3,t,0
885,SXB,2008-03-01T17:00,2008-03-01T18:00,8,l,0
886,SXB,2008-03-01T18:00,2008-03-01T19:00,4,t,0
887,SXB,2008-03-01T19:00,2008-03-01T20:00,4,t,0
888,SXB,2008-03-01T18:00,2008-03-01T19:00,3,l,0
889,SXB,2008-03-01T19:00,2008-03-01T20:00,3,l,0
890,SXB,2008-03-01T20:00,2008-03-01T21:00,1,t,0
891,SXB,2008-03-01T20:00,2008-03-01T21:00,4,l,0
892,SXB,2008-03-01T21:00,2008-03-01T22:00,4,l,0
893,TLS,2008-03-01T05:00,2008-03-01T06:00,7,t,0
894,TLS,2008-03-01T06:00,2008-03-01T07:00,5,t,0
895,TLS,2008-03-01T06:00,2008-03-01T07:00,3,l,0
896,TLS,2008-03-01T07:00,2008-03-01T08:00,9,t,0
897,TLS,2008-03-01T07:00,2008-03-01T08:00,7,l,0
898,TLS,2008-03-01T08:00,2008-03-01T09:00,3,t,0
899,TLS,2008-03-01T08:00,2008-03-01T09:00,7,l,0
900,TLS,2008-03-01T09:00,2008-03-01T10:00,4,t,0
901,TLS,2008-03-01T09:00,2008-03-01T10:00,4,l,0
902,TLS,2008-03-01T10:00,2008-03-01T11:00,2,t,0
903,TLS,2008-03-01T10:00,2008-03-01T11:00,4,l,0
904,TLS,2008-03-01T11:00,2008-03-01T12:00,4,t,0
905,TLS,2008-03-01T12:00,2008-03-01T13:00,4,t,0
906,TLS,2008-03-01T11:00,2008-03-01T12:00,2,l,0
907,TLS,2008-03-01T12:00,2008-03-01T13:00,2,l,0
908,TLS,2008-03-01T13:00,2008-03-01T14:00,4,t,0
909,TLS,2008-03-01T13:00,2008-03-01T14:00,5,l,0
910,TLS,2008-03-01T14:00,2008-03-01T15:00,3,t,0
911,TLS,2008-03-01T14:00,2008-03-01T15:00,5,l,0
912,TLS,2008-03-01T15:00,2008-03-01T16:00,7,t,0
913,TLS,2008-03-01T15:00,2008-03-01T16:00,6,l,0
914,TLS,2008-03-01T16:00,2008-03-01T17:00,10,t,1000
915,TLS,2008-03-01T16:00,2008-03-01T17:00,7,l,0
916,TLS,2008-03-01T17:00,2008-03-01T18:00,6,t,0
917,TLS,2008-03-01T17:00,2008-03-01T18:00,4,l,0
918,TLS,2008-03-01T18:00,2008-03-01T19:00,4,t,0
919,TLS,2008-03-01T18:00,2008-03-01T19:00,7,l,7000
920,TLS,2008-03-01T19:00,2008-03-01T20:00,8,t,0
921,TLS,2008-03-01T19:00,2008-03-01T20:00,5,l,0
922,TLS,2008-03-01T20:00,2008-03-01T21:00,7,l,0
923,TLS,2008-03-01T21:00,2008-03-01T22:00,2,l,3000
924,TUN,2008-03-01T07:00,2008-03-01T08:00,1,t,0
925,TUN,2008-03-01T08:00,2008-03-01T09:00,1,t,0
926,TUN,2008-03-01T10:00,2008-03-01T11:00,1,l,0
927,TUN,2008-03-01T11:00,2008-03-01T12:00,1,t,0
928,TUN,2008-03-01T14:00,2008-03-01T15:00,1,l,0
929,TUN,2008-03-01T15:00,2008-03-01T16:00,1,t,0
930,TUN,2008-03-01T15:00,2008-03-01T16:00,1,l,0
931,TUN,2008-03-01T17:00,2008-03-01T18:00,1,l,0
932,TUN,2008-03-01T18:00,2008-03-01T19:00,1,t,0
933,TUN,2008-03-01T22:00,2008-03-01T23:00,1,l,0
934,VCE,2008-03-01T06:00,2008-03-01T07:00,1,t,0
935,VCE,2008-03-01T08:00,2008-03-01T09:00,1,l,0
936,VCE,2008-03-01T09:00,2008-03-01T10:00,1,t,0
937,VCE,2008-03-01T09:00,2008-03-01T10:00,1,l,1000
938,VCE,2008-03-01T10:00,2008-03-01T11:00,1,l,0
939,VCE,2008-03-01T11:00,2008-03-01T12:00,1,t,0
940,VCE,2008-03-01T12:00,2008-03-01T13:00,1,t,0
941,VCE,2008-03-01T13:00,2008-03-01T14:00,1,l,0
942,VCE,2008-03-01T14:00,2008-03-01T15:00,1,t,0
943,VCE,2008-03-01T16:00,2008-03-01T17:00,1,t,0
944,VCE,2008-03-01T16:00,2008-03-01T17:00,2,l,0
945,VCE,2008-03-01T17:00,2008-03-01T18:00,1,t,0
946,VCE,2008-03-01T17:00,2008-03-01T18:00,1,l,0
947,VCE,2008-03-01T18:00,2008-03-01T19:00,1,l,0
948,VCE,2008-03-01T19:00,2008-03-01T20:00,1,t,0
949,VCE,2008-03-01T21:00,2008-03-01T22:00,1,l,0
950,VIE,2008-03-01T06:00,2008-03-01T07:00,1,t,0
951,VIE,2008-03-01T07:00,2008-03-01T08:00,1,t,0
952,VIE,2008-03-01T07:00,2008-03-01T08:00,1,l,0
953,VIE,2008-03-01T08:00,2008-03-01T09:00,1,l,0
954,VIE,2008-03-01T09:00,2008-03-01T10:00,1,t,0
955,VIE,2008-03-01T10:00,2008-03-01T11:00,1,l,0
956,VIE,2008-03-01T11:00,2008-03-01T12:00,1,t,0
957,VIE,2008-03-01T11:00,2008-03-01T12:00,2,l,0
958,VIE,2008-03-01T13:00,2008-03-01T14:00,1,l,0
959,VIE,2008-03-01T14:00,2008-03-01T15:00,1,t,0
960,VIE,2008-03-01T15:00,2008-03-01T16:00,2,t,0
961,VIE,2008-03-01T16:00,2008-03-01T17:00,2,t,0
962,VIE,2008-03-01T17:00,2008-03-01T18:00,1,l,0
963,VIE,2008-03-01T18:00,2008-03-01T19:00,1,t,0
964,VIE,2008-03-01T18:00,2008-03-01T19:00,1,l,0
965,VIE,2008-03-01T19:00,2008-03-01T20:00,1,t,0
966,VIE,2008-03-01T20:00,2008-03-01T21:00,2,l,0
967,VIE,2008-03-01T21:00,2008-03-01T22:00,1,l,0
968,ZRH,2008-03-01T05:00,2008-03-01T06:00,1,t,0
969,ZRH,2008-03-01T06:00,2008-03-01T07:00,1,t,0
970,ZRH,2008-03-01T08:00,2008-03-01T09:00,2,l,0
971,ZRH,2008-03-01T09:00,2008-03-01T10:00,1,t,0
972,ZRH,2008-03-01T10:00,2008-03-01T11:00,1,l,0
973,ZRH,2008-03-01T12:00,2008-03-01T13:00,2,t,0
974,ZRH,2008-03-01T13:00,2008-03-01T14:00,1,l,0
975,ZRH,2008-03-01T15:00,2008-03-01T16:00,1,t,0
976,ZRH,2008-03-01T16:00,2008-03-01T17:00,1,t,0
977,ZRH,2008-03-01T16:00,2008-03-01T17:00,2,l,5000
978,ZRH,2008-03-01T17:00,2008-03-01T18:00,1,t,0
979,ZRH,2008-03-01T17:00,2008-03-01T18:00,1,l,0
980,ZRH,2008-03-01T18:00,2008-03-01T19:00,1,t,0
981,ZRH,2008-03-01T19:00,2008-03-01T20:00,2,l,0
