crew_id,DUB,SXB,VCE,VIE
BCUBXGWO,1,1,1,1
HDBKWAVQ,1,1,1,1
KRFOHDLX,1,1,1,1
XFQIHOOL,1,1,1,1
VNDDALAD,1,1,1,1
DFNAVEYT,1,1,1,1
NAWCPXFE,1,1,1,1
RNANOFKI,1,1,1,1
LFNKJFGE,1,1,1,1
WLTTSGBK,1,1,1,1
UVHRSEXZ,1,1,1,1
QZZAILRI,1,1,1,1
BHKEBGIJ,1,1,1,1
XYDWDUAL,1,1,1,1
URISDPAK,1,1,1,1
VEHPTWRS,1,1,1,1
FWNNBVIO,1,1,1,1
SQPSSGRU,1,1,1,1
ECTGZXFJ,1,1,1,1
MMJCBVQV,1,1,1,1
YLUQXZBN,1,1,1,1
NAIGZUCM,1,1,1,1
KYQSSOME,1,1,1,1
CSSJUDJZ,1,1,1,1
KACCLXVJ,1,1,1,1
YJGYAPTF,1,1,1,1
DDJRQMHU,1,1,1,1
OUXZBGWA,1,1,1,1
WHFSGUXT,1,1,1,1
BWYEYZLY,1,1,1,1
EHJBTCSV,1,1,1,1
NMMCXNOC,1,1,1,1
HAZTKTPJ,1,1,1,1
IGYWWSHK,1,1,1,1
FBZVLIAJ,1,1,1,1
ILQLVGDW,1,1,1,1
HILRZESF,1,1,1,1
MKRNEQLO,1,1,1,1
KEKKXJRI,1,1,1,1
FOAFGOGO,1,1,1,1
GBDEEJNR,1,1,1,1
MXCAIQXE,1,1,1,1
OHYEFDOO,1,1,1,1
MXAHAHFN,1,1,1,1
QEHDPIST,1,1,1,1
GRRLKQVU,1,1,1,1
IBUODABI,1,1,1,1
FBXZDVBF,1,1,1,1
EGQEKAOP,1,1,1,1
NNFFJSIZ,1,1,1,1
VZMEQBDP,1,1,1,1
KEQJFKZC,1,1,1,1
PAQBSFAQ,1,1,1,1
ADCCPNLM,1,1,1,1
CRIYDWAR,1,1,1,1
BNJDAJMQ,1,1,1,1
RGDMAWUM,1,1,1,1
ZXWIIQHD,1,1,1,1
JJOUYVGZ,1,1,1,1
YWLZDFWD,1,1,1,1
XEQZHOFJ,1,1,1,1
IBVRMBUB,1,1,1,1
FPSSUATM,1,1,1,1
SMXADCZA,1,1,1,1
ZBKOOMUG,1,1,1,1
OSPDPXSB,1,1,1,1
AKUPLBZH,1,1,1,1
WTHJRNUI,1,1,1,1
MPULEAEM,1,1,1,1
RFDDVTWM,1,1,1,1
YMMLHJPO,1,1,1,1
LHFVSXXK,1,1,1,1
HWFKGOKP,1,1,1,1
MUDVGHRT,1,1,1,1
UELIHFKC,1,1,1,1
GOWNJMFM,1,1,1,1
IZVDOCOU,1,1,1,1
OLUKBPKQ,1,1,1,1
FRKSEYOZ,1,1,1,1
WBATRHBO,1,1,1,1
CFNHKYWX,1,1,1,1
PRIOMQLH,1,1,1,1
JRRGONFN,1,1,1,1
VVJKPXKK,1,1,1,1
SNPJOMZD,1,1,1,1
ZWNUZGPX,1,1,1,1
UBJRVCXU,1,1,1,1
RAAMTYDJ,1,1,1,1
KWZRMLON,1,1,1,1
TVOSEVZO,1,1,1,1
PQZQEOZX,1,1,1,1
HYUSXRRZ,1,1,1,1
GCFQDDKX,1,1,1,1
XYKRHBIL,1,1,1,1
DWLOAXLT,1,1,1,1
OBIVEGZH,1,1,1,1
NGXNTUUA,1,1,1,1
PVUSTCDJ,1,1,1,1
UDLPEBQP,1,1,1,1
PPDMJVKW,1,1,1,1
LLMPIAWO,1,1,1,1
BAOPJBTK,1,1,1,1
BETCQGVP,1,1,1,1
JZURUCOB,1,1,1,1
ZDVGKPBE,1,1,1,1
IRGWHQLN,1,1,1,1
MDHAXYQO,1,1,1,1
CMOGISJC,1,1,1,1
VDBUZQXO,1,1,1,1
SXOROJKR,1,1,1,1
ILDMPCRH,1,1,1,1
IJLYQOST,1,1,1,1
UFKWHAWU,1,1,1,1
SCXBTVVN,1,1,1,1
WUYPRLXW,1,1,1,1
DFKWXVUX,1,1,1,1
XGUPNIEU,1,1,1,1
UKPSVTQC,1,1,1,1
JAIDWBCU,1,1,1,1
XTSWKDER,1,1,1,1
LQOFCWET,1,1,1,1
IXVNLWII,1,1,1,1
CIIVKRMD,1,1,1,1
OAEZSBJP,1,1,1,1
YJLWFVAM,1,1,1,1
QWVYRVDH,1,1,1,1
JFCWKJIK,1,1,1,1
RGQAMZBB,1,1,1,1
OWWBRFEE,1,1,1,1
FNRGQGQT,1,1,1,1
XGHBHDHT,1,1,1,1
XOQGIQHU,1,1,1,1
FNEGPUCY,1,1,1,1
TAPNVHDN,1,1,1,1
QMIFFIFC,1,1,1,1
GDBELFXX,1,1,1,1
IITBDIIQ,1,1,1,1
PBLCSWBJ,1,1,1,1
BUQEMHTS,1,1,1,1
DYPPAMTR,1,1,1,1
JINVMCPM,1,1,1,1
NNAZNNQH,1,1,1,1
FIWWTTJG,1,1,1,1
YPYONSMJ,1,1,1,1
ADJSERCX,1,1,1,1
NTNUIQOR,1,1,1,1
FHSKJDEN,1,1,1,1
CYDFBUSX,1,1,1,1
OKFUREBW,1,1,1,1
BZUZQEWN,1,1,1,1
TZURDXKO,1,1,1,1
SKRAAVGT,1,1,1,1
TYWQMRCI,1,1,1,1
TLAGQRLA,1,1,1,1
SSRPKSXF,1,1,1,1
YBCWHUSY,1,1,1,1
BMDGQVIK,1,1,1,1
BNOBGWXQ,1,1,1,1
PLFOKSOC,1,1,1,1
WQPPVKWV,1,1,1,1
VGVQSLDV,1,1,1,1
IHYAEKEI,1,1,1,1
BOHPFMDJ,1,1,1,1
APPMWSFM,1,1,1,1
KFIYTUGO,1,1,1,1
SJTXCEZN,1,1,1,1
EQVHQBBO,1,1,1,1
FLLCUFXJ,1,1,1,1
ZIGOBCLC,1,1,1,1
THIYHFSY,1,1,1,1
GWILYPXQ,1,1,1,1
UBDMXZMR,1,1,1,1
ZDCDABDA,1,1,1,1
XNPYTURK,1,1,1,1
WLAPXWPH,1,1,1,1
BTSTWTNG,1,1,1,1
QQHOUREV,1,1,1,1
XYCXKZLC,1,1,1,1
SKEGLPSY,1,1,1,1
EQODRSXL,1,1,1,1
PXTBJLQZ,1,1,1,1
MMKLHCPG,1,1,1,1
XQXNMFYS,1,1,1,1
LTFTIZMD,1,1,1,1
HCRTVQSP,1,1,1,1
VSHICSFO,1,1,1,1
PHPFQTZQ,1,1,1,1
IQBNGGRV,1,1,1,1
BATRMHDS,1,1,1,1
GNWRFSHU,1,1,1,1
WAZXWEUE,1,1,1,1
FCWUHLDV,1,1,1,1
WPNGBACA,1,1,1,1
OANYIHNE,1,1,1,1
XGDUAGND,1,1,1,1
SEVXYRXR,1,1,1,1
TEDIEZGV,1,1,1,1
LFZXESQW,1,1,1,1
COETDNLM,1,1,1,1
IWBWLCPG,1,1,1,1
TOFPATBG,1,1,1,1
TSPCBTHF,1,1,1,1
ZATNMXFE,1,1,1,1
FOKQQTAM,1,1,1,1
TXTKAHNO,1,1,1,1
WDBMBPVY,1,1,1,1
DCLVLDNS,1,1,1,1
CDXLHUKL,1,1,1,1
YPJWEFBQ,1,1,1,1
NJNLSQLK,1,1,1,1
JCCELEQK,1,1,1,1
KVTGIYNS,1,1,1,1
ACPERUKJ,1,1,1,1
HLEIKXVT,1,1,1,1
NQZHHBXV,1,1,1,1
ICNKSYBI,1,1,1,1
CQPFHOLD,1,1,1,1
TVTDYWAV,1,1,1,1
VOPVPPQC,1,1,1,1
AZMJUDAV,1,1,1,1
FLLVCTBC,1,1,1,1
ANQWNUBD,1,1,1,1
ACPGVAGO,1,1,1,1
FEYEUMMT,1,1,1,1
RUATMLFE,1,1,1,1
ZCKZGXWJ,1,1,1,1
VWKESIMV,1,1,1,1
COZOZZSJ,1,1,1,1
YWFNHFTO,1,1,1,1
IGJLRXAZ,1,1,1,1
BFRGNMFL,1,1,1,1
FEWNFKWY,1,1,1,1
FRQLYPVS,1,1,1,1
HVTPAZLV,1,1,1,1
HNGBIPYT,1,1,1,1
WMVCKNRR,1,1,1,1
QYJKPPEU,1,1,1,1
BTGRDNIJ,1,1,1,1
YBSQSHJU,1,1,1,1
VAWWHCPJ,1,1,1,1
DAEQYUVG,1,1,1,1
XQSAFBEU,1,1,1,1
GHDKCEKH,1,1,1,1
UHKHPUXR,1,1,1,1
BAIKOOLL,1,1,1,1
RDJUIXAR,1,1,1,1
NASPVZNO,1,1,1,1
BBJQTHPD,1,1,1,1
OUQNKAKC,1,1,1,1
SVNLVWYX,1,1,1,1
BYVCQOBC,1,1,1,1
OIXXJJRX,1,1,1,1
BFBIQGBR,1,1,1,1
IGTEJKJV,1,1,1,1
INXMETUW,1,1,1,1
MYMZQRMV,1,1,1,1
AJGOIORH,1,1,1,1
OQKOQVED,1,1,1,1
AFONSVPO,1,1,1,1
AYWDUZSE,1,1,1,1
EMSFKVMY,1,1,1,1
WCYDGUTT,1,1,1,1
QFRBDXBS,1,1,1,1
IOCBKOAR,1,1,1,1
YCUJNQRP,1,1,1,1
DPNWIJMR,1,1,1,1
BJTZIDBL,1,1,1,1
XKCJPOEP,1,1,1,1
OIZHTRSP,1,1,1,1
TNUUKVJV,1,1,1,1
ZOMECXIU,1,1,1,1
ZNOKRKEX,1,1,1,1
MMUMWIWO,1,1,1,1
EHDJXNFR,1,1,1,1
EXWCUHAR,1,1,1,1
TTZTTYAS,1,1,1,1
NFRWYHER,1,1,1,1
GFXHOUYW,1,1,1,1
WFLGEXSJ,1,1,1,1
USRWSTEC,1,1,1,1
VOGSVYJE,1,1,1,1
ZWMGMBCT,1,1,1,1
HAEJYICS,1,1,1,1
YWQOPSXE,1,1,1,1
FQSKOXMG,1,1,1,1
REOGZJGQ,1,1,1,1
FIXEICOU,1,1,1,1
QVNCNEZG,1,1,1,1
YPLOOSTP,1,1,1,1
TNMKHJPS,1,1,1,1
NDQXQUWI,1,1,1,1
GXGMDERO,1,1,1,1
LWGIMHEO,1,1,1,1
QSTJRKMS,1,1,1,1
RJQFSRFS,1,1,1,1
OMTRFHTC,1,1,1,1
TYPJSQKI,1,1,1,1
PTFSAPCF,1,1,1,1
UXRJYTBQ,1,1,1,1
YZWCVYGG,1,1,1,1
UNATWUPP,1,1,1,1
VKSBMBYK,1,1,1,1
PNZEVMOI,1,1,1,1
UAWSDMDV,1,1,1,1
UIXLGDYO,1,1,1,1
UGKJNJIU,1,1,1,1
YAHXCPFH,1,1,1,1
DCMAVNKX,1,1,1,1
HMRWOPDZ,1,1,1,1
HYPQIPKJ,1,1,1,1
UVTFNYQP,1,1,1,1
LIINOLIO,1,1,1,1
CNTLGBQD,1,1,1,1
AARSYZWT,1,1,1,1
ETPLVFMR,1,1,1,1
KEYFCETY,1,1,1,1
WVPZCKVZ,1,1,1,1
KNGCYXNG,1,1,1,1
GVZYNPWA,1,1,1,1
DXAYLRUU,1,1,1,1
ZQFZYPDY,1,1,1,1
ERBYTZZG,1,1,1,1
QCUEVUSH,1,1,1,1
SXPEEBIO,1,1,1,1
VAGBUCUT,1,1,1,1
IKAZNBRG,1,1,1,1
ZLGZGXSL,1,1,1,1
MKCPHALD,1,1,1,1
SQULRWMB,1,1,1,1
JQVAAUMY,1,1,1,1
TAUUNWMH,1,1,1,1
SLJBZQVB,1,1,1,1
SHBFOMYO,1,1,1,1
POVEEFUC,1,1,1,1
LUVNPNXL,1,1,1,1
IBSMYQAV,1,1,1,1
QNONSTXJ,1,1,1,1
KSYBRXZB,1,1,1,1
IMJMMVCN,1,1,1,1
EQNBRMXG,1,1,1,1
BVRCQNWD,1,1,1,1
TWQOKOBR,1,1,1,1
KTBUNHWV,1,1,1,1
QEKSYNHK,1,1,1,1
SKMIKYPQ,1,1,1,1
HIADUVAN,1,1,1,1
GHUCCCWW,1,1,1,1
UUSDFJJG,1,1,1,1
SAIRXNXW,1,1,1,1
JAHDRNPC,1,1,1,1
SPCPLIIP,1,1,1,1
UMXHQHSV,1,1,1,1
WZBDKIYR,1,1,1,1
KNKMNDNE,1,1,1,1
SMAWVGFL,1,1,1,1
GAJKGQSJ,1,1,1,1
JMFONRBO,1,1,1,1
FTLHONUC,1,1,1,1
ZMFDHWOJ,1,1,1,1
VCAOAXGP,1,1,1,1
DSMMLHUG,1,1,1,1
XFHUTQLY,1,1,1,1
LAAVSFDZ,1,1,1,1
RRIDQETW,1,1,1,1
YFFRRFUD,1,1,1,1
BBHTABYF,1,1,1,1
IZLKQOUC,1,1,1,1
BXIGDPTA,1,1,1,1
PZLQCYNE,1,1,1,1
TDETHHIT,1,1,1,1
BPJRUAJH,1,1,1,1
CTKABFOI,1,1,1,1
FVQRUCKT,1,1,1,1
LXKXNAYZ,1,1,1,1
UDVTVDCO,1,1,1,1
PNQKXJBV,1,1,1,1
QCNQASJV,1,1,1,1
ECDLWQOB,1,1,1,1
VSDQRGJI,1,1,1,1
CUKINQZT,1,1,1,1
IPLJAECI,1,1,1,1
GCRBITRY,1,1,1,1
RUNZZXIQ,1,1,1,1
EPOAEIBM,1,1,1,1
NLQZPJRA,1,1,1,1
QRIOFANW,1,1,1,1
SKSTAJPV,1,1,1,1
ZTVMTNZA,1,1,1,1
NEZIXQFI,1,1,1,1
VRFHEDMM,1,1,1,1
YZCQAJHQ,1,1,1,1
NQWGUDVZ,1,1,1,1
GQNCQZZM,1,1,1,1
WUWPBHTR,1,1,1,1
BMTRQWVG,1,1,1,1
BPQVPABV,1,1,1,1
BTMINBHZ,1,1,1,1
BLWAUHNL,1,1,1,1
UMEMZMGT,1,1,1,1
RMBNBUML,1,1,1,1
PHHMHAAU,1,1,1,1
GRIBFQLU,1,1,1,1
ABQTVMWU,1,1,1,1
MIFTTIAS,1,1,1,1
ZVINAWMK,1,1,1,1
FQGIYNVF,1,1,1,1
QZERUKJN,1,1,1,1
SNWBQCHJ,1,1,1,1
PJGQHILI,1,1,1,1
HVTSOVXV,1,1,1,1
YKBDWYBY,1,1,1,1
HKVKOZNE,1,1,1,1
VMJNOTOJ,1,1,1,1
ZLPJPJRE,1,1,1,1
EDPPLHHA,1,1,1,1
ZMRHTMOJ,1,1,1,1
GRYMRZXN,1,1,1,1
DJOCAQJQ,1,1,1,1
OJYIFLCD,1,1,1,1
YDQIUAAK,1,1,1,1
DLFLHEDJ,1,1,1,1
TFBJOONN,1,1,1,1
NDNNEPSN,1,1,1,1
ATYZDYSB,1,1,1,1
MTXYPEGQ,1,1,1,1
IUWUHNUR,1,1,1,1
HLSKKOCJ,1,1,1,1
QPTIAKYZ,1,1,1,1
BVMPVYIX,1,1,1,1
MUCILHMN,1,1,1,1
DPWUBIZL,1,1,1,1
NTXRUGDB,1,1,1,1
DFVFALTO,1,1,1,1
ZXVKLQAL,1,1,1,1
QIBEJORM,1,1,1,1
ONYHMGVE,1,1,1,1
ZLNCNGZV,1,1,1,1
EBRXRRMU,1,1,1,1
KHFLJKDD,1,1,1,1
VXHPMOSK,1,1,1,1
ZBQEVRKI,1,1,1,1
DROODTHJ,1,1,1,1
CVQKCIXC,1,1,1,1
MZGKXUAX,1,1,1,1
DLWLRTWT,1,1,1,1
OGJKLMHI,1,1,1,1
BCWDZZQF,1,1,1,1
UMAJNKHR,1,1,1,1
VFZIUIVR,1,1,1,1
OKNAAHKJ,1,1,1,1
NFUJVHRV,1,1,1,1
SBBUZNSI,1,1,1,1
YHJGQYNJ,1,1,1,1
EFEKQNOX,1,1,1,1
SQUWCWNL,1,1,1,1
YJWWLZDQ,1,1,1,1
BAEACAIO,1,1,1,1
WRSLXDXJ,1,1,1,1
XFZOLXOQ,1,1,1,1
PWDAFQNN,1,1,1,1
OKJCNOBN,1,1,1,1
BAAZYAIB,1,1,1,1
HASCKCNY,1,1,1,1
DIWEBTVG,1,1,1,1
GEIPRNCV,1,1,1,1
XIQKSUAE,1,1,1,1
NGUAFZUY,1,1,1,1
KDDYWXXH,1,1,1,1
CYODQSLM,1,1,1,1
DDLGMKPQ,1,1,1,1
QGXXZFMW,1,1,1,1
RPFNWEOM,1,1,1,1
OSVBSRPZ,1,1,1,1
NZWJVMLN,1,1,1,1
WATEJIBY,1,1,1,1
ODATKSYO,1,1,1,1
MDAQFBGT,1,1,1,1
KWVSEOGM,1,1,1,1
HPEPVRFI,1,1,1,1
HPRDCHID,1,1,1,1
YPBJCLMI,1,1,1,1
WCDKRAVU,1,1,1,1
JMCHLZTQ,1,1,1,1
AKDSRZWH,1,1,1,1
AJXTSBWA,1,1,1,1
PHMSATHY,1,1,1,1
BYPNSSZU,1,1,1,1
EDXHBDKH,1,1,1,1
PZMGMHHE,1,1,1,1
ODVRPNVP,1,1,1,1
KDGTODQO,1,1,1,1
WFOPFMAK,1,1,1,1
ADFPWMJU,1,1,1,1
PWBKTKFK,1,1,1,1
VMVXXOOI,1,1,1,1
HIHAIWEN,1,1,1,1
HFPJYDAJ,1,1,1,1
FWFWYYAH,1,1,1,1
PZWXOHAC,1,1,1,1
HMAXFUEU,1,1,1,1
CUFDLCSD,1,1,1,1
CCNLYXWY,1,1,1,1
WGUEDBIT,1,1,1,1
ICMSSRNY,1,1,1,1
MNRWDCMM,1,1,1,1
TDMGBAIS,1,1,1,1
SILEQKMK,1,1,1,1
DVEYUYAV,1,1,1,1
LZAUDLYI,1,1,1,1
MEBYEUMM,1,1,1,1
LAOVSPUP,1,1,1,1
VDVJGVOG,1,1,1,1
AGDTZYQW,1,1,1,1
YHRMTPXJ,1,1,1,1
ZVRUKOOS,1,1,1,1
UBLVSAMV,1,1,1,1
DUVUTZNO,1,1,1,1
KIGQDITB,1,1,1,1
CTHOUKSN,1,1,1,1
AJTWMCAY,1,1,1,1
RWPVIUOS,1,1,1,1
ALRBLLYF,1,1,1,1
DJHKPUQB,1,1,1,1
LXLBNKBB,1,1,1,1
WDJPQLWU,1,1,1,1
APUAUIUJ,1,1,1,1
HTNISEZV,1,1,1,1
MJFLVUNY,1,1,1,1
UWONVIXL,1,1,1,1
RVVLWKVG,1,1,1,1
EIYPURVV,1,1,1,1
QOBXDBCH,1,1,1,1
SLJJSKCH,1,1,1,1
CZTVJQCF,1,1,1,1
AZZJJJHL,1,1,1,1
JLGIRSVD,1,1,1,1
IPUQIISG,1,1,1,1
YQXFRMEN,1,1,1,1
RMDVSURT,1,1,1,1
BUYCBUFO,1,1,1,1
YHHJLERK,1,1,1,1
BFKPGLTL,1,1,1,1
ZREEZDRL,1,1,1,1
FCRTJWKB,1,1,1,1
NTEZQRVB,1,1,1,1
DDTAKSOU,1,1,1,1
ONYDQJZX,1,1,1,1
JTPHRWQP,1,1,1,1
SHQUBRGL,1,1,1,1
JVICQXKW,1,1,1,1
IJJKVNMN,1,1,1,1
MIJCQTFX,1,1,1,1
BXJTUMIJ,1,1,1,1
TNVVZIGV,1,1,1,1
LPONDIAW,1,1,1,1
RVSKWLNF,1,1,1,1
XPHOVWWP,1,1,1,1
QCNBJGZL,1,1,1,1
TYWXVOHD,1,1,1,1
UTQBOKBU,1,1,1,1
OLCASWYC,1,1,1,1
VKKWXJFO,1,1,1,1
DYQCZOTR,1,1,1,1
ONRGNQCZ,1,1,1,1
MNIBGFLL,1,1,1,1
XTWXOTMK,1,1,1,1
YSFFOPZB,1,1,1,1
YAEAQKFG,1,1,1,1
CEJPKINM,1,1,1,1
IRPTBVCZ,1,1,1,1
GHTHDVRI,1,1,1,1
QXRIPKFM,1,1,1,1
JZMYJUCP,1,1,1,1
VNWIFEIF,1,1,1,1
UGBPZAKN,1,1,1,1
LHSDUXNI,1,1,1,1
VJFYGOYD,1,1,1,1
MIQGELNO,1,1,1,1
ADKDGEDZ,1,1,1,1
PQAWJWNC,1,1,1,1
HRKXQXDF,1,1,1,1
IACYCEVC,1,1,1,1
BRCZXVZM,1,1,1,1
HXHUVLIQ,1,1,1,1
RRGUHCMJ,1,1,1,1
ZWPAEQPR,1,1,1,1
TEWTHZVG,1,1,1,1
CIKNHVYP,1,1,1,1
MEEOGQNE,1,1,1,1
ONCOETHQ,1,1,1,1
CBNMVDEU,1,1,1,1
HMXMWZJK,1,1,1,1
BCXADLGI,1,1,1,1
LJUQLKLT,1,1,1,1
XHXXXEII,1,1,1,1
FZRHDGYJ,1,1,1,1
JPSTOFTH,1,1,1,1
DHYQGTWT,1,1,1,1
YSQFLWPV,1,1,1,1
EOQIAXFY,1,1,1,1
MFIGAWZJ,1,1,1,1
JVPLOUOO,1,1,1,1
IHAERMNV,1,1,1,1
TJDCRDMH,1,1,1,1
WGNNEWRO,1,1,1,1
OFCRXVMG,1,1,1,1
CDNQKZAA,1,1,1,1
XVVRUISJ,1,1,1,1
TYOSFLCU,1,1,1,1
WFUGTASF,1,1,1,1
LQVWHRQS,1,1,1,1
TEINVLZL,1,1,1,1
CCWBVKLT,1,1,1,1
KBODPBHH,1,1,1,1
DEAMHEWA,1,1,1,1
WSSDDHCW,1,1,1,1
MLBYLPQO,1,1,1,1
IAZLEQWL,1,1,1,1
FUNJPAYF,1,1,1,1
ASMFCXFF,1,1,1,1
DATHFFKQ,1,1,1,1
NGWPYGVL,1,1,1,1
UIVUIZAH,1,1,1,1
SIRCETPL,1,1,1,1
FDWSZLTW,1,1,1,1
DQGONLEA,1,1,1,1
IHCOTCNR,1,1,1,1
HNHJATAQ,1,1,1,1
IDCWMGPS,1,1,1,1
RQSWEHVH,1,1,1,1
MWQTNXCW,1,1,1,1
AXRKQKGG,1,1,1,1
GKPEFQVV,1,1,1,1
HKTKXJKO,1,1,1,1
CVKQETSJ,1,1,1,1
ASQIAFEU,1,1,1,1
GRIHAGGS,1,1,1,1
XUVITKBX,1,1,1,1
VSBYRGMQ,1,1,1,1
FNLJMRGV,1,1,1,1
POMDNJUU,1,1,1,1
ALWMSBQI,1,1,1,1
MDQSUXYE,1,1,1,1
STZDSGQR,1,1,1,1
XKHLLPHH,1,1,1,1
YHAQIWWJ,1,1,1,1
YOSSIGPS,1,1,1,1
QYGTLPHF,1,1,1,1
UKGBWYZB,1,1,1,1
HBDZYWSM,1,1,1,1
NBFCPHGD,1,1,1,1
JKWYVENZ,1,1,1,1
DITBUMJJ,1,1,1,1
OVJYXTXS,1,1,1,1
PCFNZENB,1,1,1,1
PONIVIAS,1,1,1,1
OIHXSMZU,1,1,1,1
RIJJNBEW,1,1,1,1
AWULKPDZ,1,1,1,1
TEZGWVNB,1,1,1,1
LMDCKVWQ,1,1,1,1
FZRPETGR,1,1,1,1
SRXMWWGL,1,1,1,1
WICIDYHS,1,1,1,1
GRQGNRHX,1,1,1,1
VRPUMIUA,1,1,1,1
IYUEJFYW,1,1,1,1
PLPWSQKG,1,1,1,1
YNRBXNDI,1,1,1,1
POOQTTCP,1,1,1,1
AHZSNUZI,1,1,1,1
RZOVCBAB,1,1,1,1
EHJGTANH,1,1,1,1
ZEZDSTQT,1,1,1,1
SZHBLEZK,1,1,1,1
DMHTPDEO,1,1,1,1
WYXZPCHG,1,1,1,1
JUWSAACP,1,1,1,1
PSUYSZRA,1,1,1,1
LXVDNUDD,1,1,1,1
MZWTNEVV,1,1,1,1
EZGMYVNG,1,1,1,1
DVUZPCDD,1,1,1,1
UOEJMTOS,1,1,1,1
LCHJACAT,1,1,1,1
EBIVLRCL,1,1,1,1
WRRBUEOK,1,1,1,1
GOCQGLDA,1,1,1,1
CISIEJFN,1,1,1,1
GQUTLKWB,1,1,1,1
VXPZKHIV,1,1,1,1
GJZNBCEC,1,1,1,1
MILELYOE,1,1,1,1
SMXJBMHG,1,1,1,1
MHXGUVLM,1,1,1,1
DQNCBKXK,1,1,1,1
YWVOSFSZ,1,1,1,1
TRXGNLHI,1,1,1,1
MAMCUBEG,1,1,1,1
NFGYSGYH,1,1,1,1
PKLMSUWW,1,1,1,1
QAEIRIWT,1,1,1,1
XTLVMVSZ,1,1,1,1
RNPWNNGN,1,1,1,1
ZRXXCNLR,1,1,1,1
SIGALLJU,1,1,1,1
YCSUWVEC,1,1,1,1
FPPFRJJP,1,1,1,1
SMDYTGTT,1,1,1,1
GQLAMBDJ,1,1,1,1
IKNIEMIW,1,1,1,1
OOPVCXUA,1,1,1,1
WXREMQVG,1,1,1,1
KBTHRAFE,1,1,1,1
BAQFYAKW,1,1,1,1
EWAZEUDU,1,1,1,1
ODPGATIK,1,1,1,1
ISIYXUKI,1,1,1,1
NYKPHSSJ,1,1,1,1
GZRLIXBU,1,1,1,1
TDYNIXPU,1,1,1,1
WYHTIWOI,1,1,1,1
DAXTZIYO,1,1,1,1
EYWTVUEH,1,1,1,1
SCHWJRHO,1,1,1,1
FJFHYSGB,1,1,1,1
JSSDHKPT,1,1,1,1
REYOWMEC,1,1,1,1
NMBKDBFN,1,1,1,1
DNFPTFMC,1,1,1,1
HUHVNYEZ,1,1,1,1
UKEVRIZK,1,1,1,1
VYDOFZUQ,1,1,1,1
GMFXSAOL,1,1,1,1
DGEZQFJQ,1,1,1,1
KEOVCQHB,1,1,1,1
OXOFYEER,1,1,1,1
KZHXKIFU,1,1,1,1
QRDYLVSY,1,1,1,1
BLDORCKK,1,1,1,1
TUTNGVKP,1,1,1,1
TPBZKEFF,1,1,1,1
XSUZGRAQ,1,1,1,1
MFCOQPOH,1,1,1,1
OEESATSM,1,1,1,1
NCIWKGFE,1,1,1,1
BTNTJKPF,1,1,1,1
RHPENIAG,1,1,1,1
EXUIRDLJ,1,1,1,1
NTNQFNIA,1,1,1,1
RCASPBUO,1,1,1,1
AEDQEMHC,1,1,1,1
PDQIUHWX,1,1,1,1
LXFWSTCN,1,1,1,1
LMURUNEH,1,1,1,1
YHSYSTOV,1,1,1,1
RMTYVMFK,1,1,1,1
NNUSJIFC,1,1,1,1
HBDKXNGX,1,1,1,1
ZRPWIUBR,1,1,1,1
HZMHSIMR,1,1,1,1
KQCGPCHX,1,1,1,1
OHBEGXLV,1,1,1,1
WTBDIERS,1,1,1,1
JECPMKAV,1,1,1,1
XQAHVEVM,1,1,1,1
XNGEFSEB,1,1,1,1
BIKNURMS,1,1,1,1
PPOIDFGH,1,1,1,1
PPAYHIOB,1,1,1,1
VOWIVDCE,1,1,1,1
YHOBOKOR,1,1,1,1
MYPMMFEK,1,1,1,1
WPBMDGWG,1,1,1,1
SGLBCAAK,1,1,1,1
FYEYVJKT,1,1,1,1
EFZSPIUC,1,1,1,1
NJUPANQQ,1,1,1,1
XBWGAVSZ,1,1,1,1
FTLPDTSI,1,1,1,1
LNRGNBRA,1,1,1,1
GTZWAPJB,1,1,1,1
VUJBMYXM,1,1,1,1
JNIJHKEH,1,1,1,1
HXXGFKUK,1,1,1,1
EUMIQLFK,1,1,1,1
OGSSAUYN,1,1,1,1
SATSMHFU,1,1,1,1
CDROHWBM,1,1,1,1
MTYJJUUC,1,1,1,1
OUSXHAYS,1,1,1,1
VKRTBRDV,1,1,1,1
IWRINJVR,1,1,1,1
HUEJRVJW,1,1,1,1
KCDSQZFW,1,1,1,1
JPQFLWNT,1,1,1,1
ZIKUYPNL,1,1,1,1
YUTVQTFG,1,1,1,1
SMQEKFIB,1,1,1,1
NJGUZOKI,1,1,1,1
ADLJCLZU,1,1,1,1
PABXTEWN,1,1,1,1
FAYJNWOM,1,1,1,1
QLREVDJN,1,1,1,1
GTOUUPEK,1,1,1,1
DMRIHNKY,1,1,1,1
RXYUVCRQ,1,1,1,1
MVNVMOSA,1,1,1,1
LEUFEYNK,1,1,1,1
QPDDHLMD,1,1,1,1
JFYJPMOD,1,1,1,1
VWBCVNLM,1,1,1,1
ZWOBTIGW,1,1,1,1
UMQPBLYE,1,1,1,1
ENZENKSF,1,1,1,1
LWLFWKTR,1,1,1,1
VLRAZQMP,1,1,1,1
UHQFJUKL,1,1,1,1
GVDOXNLQ,1,1,1,1
OQDTFLKK,1,1,1,1
SCVMCOKI,1,1,1,1
AXAELBAZ,1,1,1,1
SGTBGWJU,1,1,1,1
CQSGDJFI,1,1,1,1
