id,position,rank,base,acclimatization,duty_time,rest_time,tacc_week,tacc_month,tacc_year,cpm_deadhead,cpm_reserve,specs
LIINOLIO,CFE,ST,CTA,CFE,0,1200,0,0,0,26,56,AirbusSmall
CNTLGBQD,CFE,ST,CTA,CFE,0,1200,0,0,0,26,56,AirbusSmall
AARSYZWT,MLH,CP,LIL,MLH,0,1200,0,0,0,24,41,ERJ
ETPLVFMR,MLH,FO,LIL,MLH,0,1200,0,0,0,26,55,ERJ
KEYFCETY,MLH,CSD,LIL,MLH,0,1200,0,0,0,22,50,ERJ
WVPZCKVZ,MLH,ST,LIL,MLH,0,1200,0,0,0,27,42,ERJ
KNGCYXNG,MLH,ST,LIL,MLH,0,1200,0,0,0,28,42,ERJ
GVZYNPWA,LIL,CP,LIL,LIL,0,1200,0,0,0,26,43,BAE
DXAYLRUU,LIL,FO,LIL,LIL,0,1200,0,0,0,28,47,BAE
ZQFZYPDY,LIL,CS,LIL,LIL,0,1200,0,0,0,29,51,BAE
ERBYTZZG,LIL,ST,LIL,LIL,0,1200,0,0,0,27,43,BAE
QCUEVUSH,LIL,ST,LIL,LIL,0,1200,0,0,0,21,46,BAE
SXPEEBIO,LIL,ST,LIL,LIL,0,1200,0,0,0,22,58,BAE
VAGBUCUT,LYS,CP,ORY,LYS,0,1200,0,0,0,21,47,AirbusSmall
IKAZNBRG,LYS,FO,ORY,LYS,0,1200,0,0,0,26,56,AirbusSmall
ZLGZGXSL,LYS,CSD,ORY,LYS,0,1200,0,0,0,21,47,AirbusSmall
MKCPHALD,LYS,CSD,ORY,LYS,0,1200,0,0,0,21,59,AirbusSmall
SQULRWMB,LYS,ST,ORY,LYS,0,1200,0,0,0,27,42,AirbusSmall
JQVAAUMY,LYS,ST,ORY,LYS,0,1200,0,0,0,21,46,AirbusSmall
TAUUNWMH,LYS,ST,ORY,LYS,0,1200,0,0,0,26,55,AirbusSmall
SLJBZQVB,LYS,ST,ORY,LYS,0,1200,0,0,0,24,54,AirbusSmall
SHBFOMYO,LYS,ST,ORY,LYS,0,1200,0,0,0,22,41,AirbusSmall
POVEEFUC,LYS,ST,ORY,LYS,0,1200,0,0,0,20,51,AirbusSmall
LUVNPNXL,TLS,CP,TLS,TLS,0,1200,0,0,0,20,44,BAE
IBSMYQAV,TLS,FO,TLS,TLS,0,1200,0,0,0,20,46,BAE
QNONSTXJ,TLS,CS,TLS,TLS,0,1200,0,0,0,25,58,BAE
KSYBRXZB,TLS,ST,TLS,TLS,0,1200,0,0,0,21,49,BAE
IMJMMVCN,TLS,ST,TLS,TLS,0,1200,0,0,0,28,52,BAE
EQNBRMXG,TLS,ST,TLS,TLS,0,1200,0,0,0,25,48,BAE
BVRCQNWD,NCE,CP,MRS,NCE,0,1200,0,0,0,24,59,CRJ
TWQOKOBR,NCE,FO,MRS,NCE,0,1200,0,0,0,26,59,CRJ
KTBUNHWV,NCE,CS,MRS,NCE,0,1200,0,0,0,28,57,CRJ
QEKSYNHK,NCE,ST,MRS,NCE,0,1200,0,0,0,20,51,CRJ
SKMIKYPQ,NCE,ST,MRS,NCE,0,1200,0,0,0,26,40,CRJ
HIADUVAN,NTE,CP,NCE,NTE,0,1200,0,0,0,29,58,Fokker
GHUCCCWW,NTE,FO,NCE,NTE,0,1200,0,0,0,23,42,Fokker
UUSDFJJG,NTE,CSD,NCE,NTE,0,1200,0,0,0,22,45,Fokker
SAIRXNXW,NTE,ST,NCE,NTE,0,1200,0,0,0,26,46,Fokker
JAHDRNPC,NTE,ST,NCE,NTE,0,1200,0,0,0,25,54,Fokker
SPCPLIIP,NTE,ST,NCE,NTE,0,1200,0,0,0,26,49,Fokker
UMXHQHSV,PMO,CP,MAD,PMO,0,1200,0,0,0,22,41,AirbusSmall
WZBDKIYR,PMO,FO,MAD,PMO,0,1200,0,0,0,22,44,AirbusSmall
KNKMNDNE,PMO,CSD,MAD,PMO,0,1200,0,0,0,25,58,AirbusSmall
SMAWVGFL,PMO,CSD,MAD,PMO,0,1200,0,0,0,22,43,AirbusSmall
GAJKGQSJ,PMO,ST,MAD,PMO,0,1200,0,0,0,27,47,AirbusSmall
JMFONRBO,PMO,ST,MAD,PMO,0,1200,0,0,0,29,40,AirbusSmall
FTLHONUC,PMO,ST,MAD,PMO,0,1200,0,0,0,29,49,AirbusSmall
ZMFDHWOJ,PMO,ST,MAD,PMO,0,1200,0,0,0,27,46,AirbusSmall
VCAOAXGP,PMO,ST,MAD,PMO,0,1200,0,0,0,29,56,AirbusSmall
DSMMLHUG,PMO,ST,MAD,PMO,0,1200,0,0,0,28,48,AirbusSmall
XFHUTQLY,CTA,CP,PMO,CTA,0,1200,0,0,0,26,47,AirbusSmall
LAAVSFDZ,CTA,FO,PMO,CTA,0,1200,0,0,0,20,54,AirbusSmall
RRIDQETW,CTA,CSD,PMO,CTA,0,1200,0,0,0,22,41,AirbusSmall
YFFRRFUD,CTA,CSD,PMO,CTA,0,1200,0,0,0,21,54,AirbusSmall
BBHTABYF,CTA,ST,PMO,CTA,0,1200,0,0,0,28,45,AirbusSmall
IZLKQOUC,CTA,ST,PMO,CTA,0,1200,0,0,0,24,50,AirbusSmall
BXIGDPTA,CTA,ST,PMO,CTA,0,1200,0,0,0,28,48,AirbusSmall
PZLQCYNE,CTA,ST,PMO,CTA,0,1200,0,0,0,27,49,AirbusSmall
TDETHHIT,CTA,ST,PMO,CTA,0,1200,0,0,0,28,54,AirbusSmall
BPJRUAJH,CTA,ST,PMO,CTA,0,1200,0,0,0,25,41,AirbusSmall
CTKABFOI,RNS,CP,MRS,RNS,0,1200,0,0,0,26,40,AirbusSmall
FVQRUCKT,RNS,FO,MRS,RNS,0,1200,0,0,0,24,56,AirbusSmall
LXKXNAYZ,RNS,CSD,MRS,RNS,0,1200,0,0,0,24,53,AirbusSmall
UDVTVDCO,RNS,CSD,MRS,RNS,0,1200,0,0,0,24,44,AirbusSmall
PNQKXJBV,RNS,ST,MRS,RNS,0,1200,0,0,0,28,59,AirbusSmall
QCNQASJV,RNS,ST,MRS,RNS,0,1200,0,0,0,21,56,AirbusSmall
ECDLWQOB,RNS,ST,MRS,RNS,0,1200,0,0,0,27,53,AirbusSmall
VSDQRGJI,RNS,ST,MRS,RNS,0,1200,0,0,0,22,48,AirbusSmall
CUKINQZT,RNS,ST,MRS,RNS,0,1200,0,0,0,23,57,AirbusSmall
IPLJAECI,RNS,ST,MRS,RNS,0,1200,0,0,0,26,47,AirbusSmall
GCRBITRY,SVO,CP,SVO,SVO,0,1200,0,0,0,21,58,BoeingBig
RUNZZXIQ,SVO,FO,SVO,SVO,0,1200,0,0,0,25,48,BoeingBig
EPOAEIBM,SVO,CS,SVO,SVO,0,1200,0,0,0,21,41,BoeingBig
NLQZPJRA,SVO,CS,SVO,SVO,0,1200,0,0,0,25,44,BoeingBig
QRIOFANW,SVO,CS,SVO,SVO,0,1200,0,0,0,24,59,BoeingBig
SKSTAJPV,SVO,CS,SVO,SVO,0,1200,0,0,0,24,46,BoeingBig
ZTVMTNZA,SVO,ST,SVO,SVO,0,1200,0,0,0,25,49,BoeingBig
NEZIXQFI,SVO,ST,SVO,SVO,0,1200,0,0,0,29,49,BoeingBig
VRFHEDMM,SVO,ST,SVO,SVO,0,1200,0,0,0,26,44,BoeingBig
YZCQAJHQ,SVO,ST,SVO,SVO,0,1200,0,0,0,29,51,BoeingBig
NQWGUDVZ,SVO,ST,SVO,SVO,0,1200,0,0,0,29,43,BoeingBig
GQNCQZZM,SVO,ST,SVO,SVO,0,1200,0,0,0,29,54,BoeingBig
WUWPBHTR,SVO,ST,SVO,SVO,0,1200,0,0,0,27,43,BoeingBig
BMTRQWVG,SVO,ST,SVO,SVO,0,1200,0,0,0,22,57,BoeingBig
BPQVPABV,SVO,ST,SVO,SVO,0,1200,0,0,0,24,47,BoeingBig
BTMINBHZ,SVO,ST,SVO,SVO,0,1200,0,0,0,27,53,BoeingBig
BLWAUHNL,SVO,ST,SVO,SVO,0,1200,0,0,0,21,41,BoeingBig
UMEMZMGT,SVO,ST,SVO,SVO,0,1200,0,0,0,26,42,BoeingBig
RMBNBUML,LYS,CP,AMS,LYS,0,1200,0,0,0,22,53,AirbusSmall
PHHMHAAU,LYS,FO,AMS,LYS,0,1200,0,0,0,22,49,AirbusSmall
GRIBFQLU,LYS,CSD,AMS,LYS,0,1200,0,0,0,29,40,AirbusSmall
ABQTVMWU,LYS,CSD,AMS,LYS,0,1200,0,0,0,26,42,AirbusSmall
MIFTTIAS,LYS,ST,AMS,LYS,0,1200,0,0,0,22,51,AirbusSmall
ZVINAWMK,LYS,ST,AMS,LYS,0,1200,0,0,0,22,43,AirbusSmall
FQGIYNVF,LYS,ST,AMS,LYS,0,1200,0,0,0,20,58,AirbusSmall
QZERUKJN,LYS,ST,AMS,LYS,0,1200,0,0,0,29,42,AirbusSmall
SNWBQCHJ,LYS,ST,AMS,LYS,0,1200,0,0,0,23,52,AirbusSmall
PJGQHILI,LYS,ST,AMS,LYS,0,1200,0,0,0,24,53,AirbusSmall
HVTSOVXV,LIS,CP,CDG,LIS,0,1200,0,0,0,28,53,CRJ
YKBDWYBY,LIS,FO,CDG,LIS,0,1200,0,0,0,20,47,CRJ
HKVKOZNE,LIS,CS,CDG,LIS,0,1200,0,0,0,28,40,CRJ
VMJNOTOJ,LIS,ST,CDG,LIS,0,1200,0,0,0,25,44,CRJ
ZLPJPJRE,LIS,ST,CDG,LIS,0,1200,0,0,0,27,52,CRJ
EDPPLHHA,TLS,CP,ORY,TLS,0,1200,0,0,0,29,49,AirbusSmall
ZMRHTMOJ,TLS,FO,ORY,TLS,0,1200,0,0,0,24,57,AirbusSmall
GRYMRZXN,TLS,CSD,ORY,TLS,0,1200,0,0,0,29,54,AirbusSmall
DJOCAQJQ,TLS,CSD,ORY,TLS,0,1200,0,0,0,24,52,AirbusSmall
OJYIFLCD,TLS,ST,ORY,TLS,0,1200,0,0,0,21,48,AirbusSmall
YDQIUAAK,TLS,ST,ORY,TLS,0,1200,0,0,0,28,47,AirbusSmall
DLFLHEDJ,TLS,ST,ORY,TLS,0,1200,0,0,0,23,40,AirbusSmall
TFBJOONN,TLS,ST,ORY,TLS,0,1200,0,0,0,27,42,AirbusSmall
NDNNEPSN,TLS,ST,ORY,TLS,0,1200,0,0,0,21,44,AirbusSmall
ATYZDYSB,TLS,ST,ORY,TLS,0,1200,0,0,0,28,52,AirbusSmall
MTXYPEGQ,CDG,CP,CDG,CDG,0,1200,0,0,0,29,57,BoeingBig
IUWUHNUR,CDG,FO,CDG,CDG,0,1200,0,0,0,28,48,BoeingBig
HLSKKOCJ,CDG,CS,CDG,CDG,0,1200,0,0,0,24,41,BoeingBig
QPTIAKYZ,CDG,CS,CDG,CDG,0,1200,0,0,0,29,54,BoeingBig
BVMPVYIX,CDG,CS,CDG,CDG,0,1200,0,0,0,28,50,BoeingBig
MUCILHMN,CDG,CS,CDG,CDG,0,1200,0,0,0,28,49,BoeingBig
DPWUBIZL,CDG,ST,CDG,CDG,0,1200,0,0,0,23,58,BoeingBig
NTXRUGDB,CDG,ST,CDG,CDG,0,1200,0,0,0,23,50,BoeingBig
DFVFALTO,CDG,ST,CDG,CDG,0,1200,0,0,0,25,53,BoeingBig
ZXVKLQAL,CDG,ST,CDG,CDG,0,1200,0,0,0,25,48,BoeingBig
QIBEJORM,CDG,ST,CDG,CDG,0,1200,0,0,0,27,58,BoeingBig
ONYHMGVE,CDG,ST,CDG,CDG,0,1200,0,0,0,20,52,BoeingBig
ZLNCNGZV,CDG,ST,CDG,CDG,0,1200,0,0,0,27,56,BoeingBig
EBRXRRMU,CDG,ST,CDG,CDG,0,1200,0,0,0,28,42,BoeingBig
KHFLJKDD,CDG,ST,CDG,CDG,0,1200,0,0,0,28,52,BoeingBig
VXHPMOSK,CDG,ST,CDG,CDG,0,1200,0,0,0,20,47,BoeingBig
ZBQEVRKI,CDG,ST,CDG,CDG,0,1200,0,0,0,29,49,BoeingBig
DROODTHJ,CDG,ST,CDG,CDG,0,1200,0,0,0,23,43,BoeingBig
CVQKCIXC,CTA,CP,TLS,CTA,0,1200,0,0,0,28,50,ERJ
MZGKXUAX,CTA,FO,TLS,CTA,0,1200,0,0,0,28,57,ERJ
DLWLRTWT,CTA,CSD,TLS,CTA,0,1200,0,0,0,25,40,ERJ
OGJKLMHI,CTA,ST,TLS,CTA,0,1200,0,0,0,25,47,ERJ
BCWDZZQF,CTA,ST,TLS,CTA,0,1200,0,0,0,26,41,ERJ
UMAJNKHR,TLS,CP,NCE,TLS,0,1200,0,0,0,29,45,Fokker
VFZIUIVR,TLS,FO,NCE,TLS,0,1200,0,0,0,24,55,Fokker
OKNAAHKJ,TLS,CSD,NCE,TLS,0,1200,0,0,0,29,46,Fokker
NFUJVHRV,TLS,ST,NCE,TLS,0,1200,0,0,0,28,46,Fokker
SBBUZNSI,TLS,ST,NCE,TLS,0,1200,0,0,0,28,56,Fokker
YHJGQYNJ,TLS,ST,NCE,TLS,0,1200,0,0,0,20,46,Fokker
EFEKQNOX,LYS,CP,CDG,LYS,0,1200,0,0,0,27,57,AirbusSmall
SQUWCWNL,LYS,FO,CDG,LYS,0,1200,0,0,0,26,56,AirbusSmall
YJWWLZDQ,LYS,CSD,CDG,LYS,0,1200,0,0,0,23,40,AirbusSmall
BAEACAIO,LYS,CSD,CDG,LYS,0,1200,0,0,0,26,47,AirbusSmall
WRSLXDXJ,LYS,ST,CDG,LYS,0,1200,0,0,0,20,50,AirbusSmall
XFZOLXOQ,LYS,ST,CDG,LYS,0,1200,0,0,0,20,55,AirbusSmall
PWDAFQNN,LYS,ST,CDG,LYS,0,1200,0,0,0,21,51,AirbusSmall
OKJCNOBN,LYS,ST,CDG,LYS,0,1200,0,0,0,26,45,AirbusSmall
BAAZYAIB,LYS,ST,CDG,LYS,0,1200,0,0,0,24,49,AirbusSmall
HASCKCNY,LYS,ST,CDG,LYS,0,1200,0,0,0,29,48,AirbusSmall
DIWEBTVG,TLS,CP,BOD,TLS,0,1200,0,0,0,28,44,BoeingSmall
GEIPRNCV,TLS,FO,BOD,TLS,0,1200,0,0,0,24,57,BoeingSmall
XIQKSUAE,TLS,CS,BOD,TLS,0,1200,0,0,0,27,44,BoeingSmall
NGUAFZUY,TLS,ST,BOD,TLS,0,1200,0,0,0,22,45,BoeingSmall
KDDYWXXH,TLS,ST,BOD,TLS,0,1200,0,0,0,25,45,BoeingSmall
CYODQSLM,TLS,ST,BOD,TLS,0,1200,0,0,0,28,55,BoeingSmall
DDLGMKPQ,CDG,CP,CDG,CDG,0,1200,0,0,0,27,43,AirbusBig
QGXXZFMW,CDG,FO,CDG,CDG,0,1200,0,0,0,21,55,AirbusBig
RPFNWEOM,CDG,CS,CDG,CDG,0,1200,0,0,0,25,41,AirbusBig
OSVBSRPZ,CDG,CS,CDG,CDG,0,1200,0,0,0,21,58,AirbusBig
NZWJVMLN,CDG,ST,CDG,CDG,0,1200,0,0,0,28,46,AirbusBig
WATEJIBY,CDG,ST,CDG,CDG,0,1200,0,0,0,27,43,AirbusBig
ODATKSYO,CDG,ST,CDG,CDG,0,1200,0,0,0,28,44,AirbusBig
MDAQFBGT,CDG,ST,CDG,CDG,0,1200,0,0,0,26,52,AirbusBig
KWVSEOGM,CTA,CP,CTA,CTA,0,1200,0,0,0,24,54,AirbusSmall
HPEPVRFI,CTA,FO,CTA,CTA,0,1200,0,0,0,27,53,AirbusSmall
HPRDCHID,CTA,CSD,CTA,CTA,0,1200,0,0,0,24,50,AirbusSmall
YPBJCLMI,CTA,CSD,CTA,CTA,0,1200,0,0,0,26,56,AirbusSmall
WCDKRAVU,CTA,ST,CTA,CTA,0,1200,0,0,0,20,43,AirbusSmall
JMCHLZTQ,CTA,ST,CTA,CTA,0,1200,0,0,0,29,41,AirbusSmall
AKDSRZWH,CTA,ST,CTA,CTA,0,1200,0,0,0,24,57,AirbusSmall
AJXTSBWA,CTA,ST,CTA,CTA,0,1200,0,0,0,27,55,AirbusSmall
PHMSATHY,CTA,ST,CTA,CTA,0,1200,0,0,0,29,47,AirbusSmall
BYPNSSZU,CTA,ST,CTA,CTA,0,1200,0,0,0,23,43,AirbusSmall
EDXHBDKH,CDG,CP,CDG,CDG,0,1200,0,0,0,28,45,BoeingBig
PZMGMHHE,CDG,FO,CDG,CDG,0,1200,0,0,0,20,53,BoeingBig
ODVRPNVP,CDG,CS,CDG,CDG,0,1200,0,0,0,20,56,BoeingBig
KDGTODQO,CDG,CS,CDG,CDG,0,1200,0,0,0,24,48,BoeingBig
WFOPFMAK,CDG,CS,CDG,CDG,0,1200,0,0,0,28,43,BoeingBig
ADFPWMJU,CDG,CS,CDG,CDG,0,1200,0,0,0,28,50,BoeingBig
PWBKTKFK,CDG,ST,CDG,CDG,0,1200,0,0,0,24,50,BoeingBig
VMVXXOOI,CDG,ST,CDG,CDG,0,1200,0,0,0,21,58,BoeingBig
HIHAIWEN,CDG,ST,CDG,CDG,0,1200,0,0,0,21,50,BoeingBig
HFPJYDAJ,CDG,ST,CDG,CDG,0,1200,0,0,0,26,59,BoeingBig
FWFWYYAH,CDG,ST,CDG,CDG,0,1200,0,0,0,26,42,BoeingBig
PZWXOHAC,CDG,ST,CDG,CDG,0,1200,0,0,0,23,46,BoeingBig
HMAXFUEU,CDG,ST,CDG,CDG,0,1200,0,0,0,28,41,BoeingBig
CUFDLCSD,CDG,ST,CDG,CDG,0,1200,0,0,0,26,52,BoeingBig
CCNLYXWY,CDG,ST,CDG,CDG,0,1200,0,0,0,23,43,BoeingBig
WGUEDBIT,CDG,ST,CDG,CDG,0,1200,0,0,0,25,54,BoeingBig
ICMSSRNY,CDG,ST,CDG,CDG,0,1200,0,0,0,21,41,BoeingBig
MNRWDCMM,CDG,ST,CDG,CDG,0,1200,0,0,0,26,52,BoeingBig
TDMGBAIS,FCO,CP,MRS,FCO,0,1200,0,0,0,21,41,BoeingSmall
SILEQKMK,FCO,FO,MRS,FCO,0,1200,0,0,0,28,57,BoeingSmall
DVEYUYAV,FCO,CS,MRS,FCO,0,1200,0,0,0,20,49,BoeingSmall
LZAUDLYI,FCO,ST,MRS,FCO,0,1200,0,0,0,20,41,BoeingSmall
MEBYEUMM,FCO,ST,MRS,FCO,0,1200,0,0,0,24,54,BoeingSmall
LAOVSPUP,FCO,ST,MRS,FCO,0,1200,0,0,0,24,46,BoeingSmall
VDVJGVOG,CDG,CP,BCN,CDG,0,1200,0,0,0,26,59,AirbusSmall
AGDTZYQW,CDG,FO,BCN,CDG,0,1200,0,0,0,21,55,AirbusSmall
YHRMTPXJ,CDG,CSD,BCN,CDG,0,1200,0,0,0,28,53,AirbusSmall
ZVRUKOOS,CDG,CSD,BCN,CDG,0,1200,0,0,0,24,41,AirbusSmall
UBLVSAMV,CDG,ST,BCN,CDG,0,1200,0,0,0,23,52,AirbusSmall
DUVUTZNO,CDG,ST,BCN,CDG,0,1200,0,0,0,26,46,AirbusSmall
KIGQDITB,CDG,ST,BCN,CDG,0,1200,0,0,0,26,55,AirbusSmall
CTHOUKSN,CDG,ST,BCN,CDG,0,1200,0,0,0,20,56,AirbusSmall
AJTWMCAY,CDG,ST,BCN,CDG,0,1200,0,0,0,24,42,AirbusSmall
RWPVIUOS,CDG,ST,BCN,CDG,0,1200,0,0,0,22,49,AirbusSmall
ALRBLLYF,CDG,CP,MAD,CDG,0,1200,0,0,0,22,42,AirbusSmall
DJHKPUQB,CDG,FO,MAD,CDG,0,1200,0,0,0,25,46,AirbusSmall
LXLBNKBB,CDG,CSD,MAD,CDG,0,1200,0,0,0,27,40,AirbusSmall
WDJPQLWU,CDG,CSD,MAD,CDG,0,1200,0,0,0,20,54,AirbusSmall
APUAUIUJ,CDG,ST,MAD,CDG,0,1200,0,0,0,23,47,AirbusSmall
HTNISEZV,CDG,ST,MAD,CDG,0,1200,0,0,0,20,49,AirbusSmall
MJFLVUNY,CDG,ST,MAD,CDG,0,1200,0,0,0,25,53,AirbusSmall
UWONVIXL,CDG,ST,MAD,CDG,0,1200,0,0,0,27,45,AirbusSmall
RVVLWKVG,CDG,ST,MAD,CDG,0,1200,0,0,0,25,53,AirbusSmall
EIYPURVV,CDG,ST,MAD,CDG,0,1200,0,0,0,26,58,AirbusSmall
QOBXDBCH,CDG,CP,AMS,CDG,0,1200,0,0,0,22,45,BoeingSmall
SLJJSKCH,CDG,FO,AMS,CDG,0,1200,0,0,0,23,48,BoeingSmall
CZTVJQCF,CDG,CS,AMS,CDG,0,1200,0,0,0,20,40,BoeingSmall
AZZJJJHL,CDG,ST,AMS,CDG,0,1200,0,0,0,28,41,BoeingSmall
JLGIRSVD,CDG,ST,AMS,CDG,0,1200,0,0,0,22,49,BoeingSmall
IPUQIISG,CDG,ST,AMS,CDG,0,1200,0,0,0,29,42,BoeingSmall
YQXFRMEN,VCE,CP,VIE,VCE,0,1200,0,0,0,29,43,AirbusSmall
RMDVSURT,VCE,FO,VIE,VCE,0,1200,0,0,0,22,47,AirbusSmall
BUYCBUFO,VCE,CSD,VIE,VCE,0,1200,0,0,0,29,51,AirbusSmall
YHHJLERK,VCE,CSD,VIE,VCE,0,1200,0,0,0,21,47,AirbusSmall
BFKPGLTL,VCE,ST,VIE,VCE,0,1200,0,0,0,27,42,AirbusSmall
ZREEZDRL,VCE,ST,VIE,VCE,0,1200,0,0,0,28,47,AirbusSmall
FCRTJWKB,VCE,ST,VIE,VCE,0,1200,0,0,0,25,46,AirbusSmall
NTEZQRVB,VCE,ST,VIE,VCE,0,1200,0,0,0,21,52,AirbusSmall
DDTAKSOU,VCE,ST,VIE,VCE,0,1200,0,0,0,23,58,AirbusSmall
ONYDQJZX,VCE,ST,VIE,VCE,0,1200,0,0,0,26,59,AirbusSmall
JTPHRWQP,CDG,CP,ZRH,CDG,0,1200,0,0,0,20,50,AirbusSmall
SHQUBRGL,CDG,FO,ZRH,CDG,0,1200,0,0,0,28,53,AirbusSmall
JVICQXKW,CDG,CSD,ZRH,CDG,0,1200,0,0,0,27,54,AirbusSmall
IJJKVNMN,CDG,CSD,ZRH,CDG,0,1200,0,0,0,26,54,AirbusSmall
MIJCQTFX,CDG,ST,ZRH,CDG,0,1200,0,0,0,26,59,AirbusSmall
BXJTUMIJ,CDG,ST,ZRH,CDG,0,1200,0,0,0,28,54,AirbusSmall
TNVVZIGV,CDG,ST,ZRH,CDG,0,1200,0,0,0,26,43,AirbusSmall
LPONDIAW,CDG,ST,ZRH,CDG,0,1200,0,0,0,26,45,AirbusSmall
RVSKWLNF,CDG,ST,ZRH,CDG,0,1200,0,0,0,23,56,AirbusSmall
XPHOVWWP,CDG,ST,ZRH,CDG,0,1200,0,0,0,26,57,AirbusSmall
QCNBJGZL,PRG,CP,FCO,PRG,0,1200,0,0,0,21,46,AirbusSmall
TYWXVOHD,PRG,FO,FCO,PRG,0,1200,0,0,0,26,54,AirbusSmall
UTQBOKBU,PRG,CSD,FCO,PRG,0,1200,0,0,0,28,56,AirbusSmall
OLCASWYC,PRG,CSD,FCO,PRG,0,1200,0,0,0,25,51,AirbusSmall
VKKWXJFO,PRG,ST,FCO,PRG,0,1200,0,0,0,29,52,AirbusSmall
DYQCZOTR,PRG,ST,FCO,PRG,0,1200,0,0,0,21,53,AirbusSmall
ONRGNQCZ,PRG,ST,FCO,PRG,0,1200,0,0,0,28,47,AirbusSmall
MNIBGFLL,PRG,ST,FCO,PRG,0,1200,0,0,0,27,59,AirbusSmall
XTWXOTMK,PRG,ST,FCO,PRG,0,1200,0,0,0,23,58,AirbusSmall
YSFFOPZB,PRG,ST,FCO,PRG,0,1200,0,0,0,27,57,AirbusSmall
YAEAQKFG,BCN,CP,LYS,BCN,0,1200,0,0,0,25,55,AirbusSmall
CEJPKINM,BCN,FO,LYS,BCN,0,1200,0,0,0,25,42,AirbusSmall
IRPTBVCZ,BCN,CSD,LYS,BCN,0,1200,0,0,0,20,41,AirbusSmall
GHTHDVRI,BCN,CSD,LYS,BCN,0,1200,0,0,0,22,48,AirbusSmall
QXRIPKFM,BCN,ST,LYS,BCN,0,1200,0,0,0,21,41,AirbusSmall
JZMYJUCP,BCN,ST,LYS,BCN,0,1200,0,0,0,21,57,AirbusSmall
VNWIFEIF,BCN,ST,LYS,BCN,0,1200,0,0,0,22,59,AirbusSmall
UGBPZAKN,BCN,ST,LYS,BCN,0,1200,0,0,0,22,55,AirbusSmall
LHSDUXNI,BCN,ST,LYS,BCN,0,1200,0,0,0,27,45,AirbusSmall
VJFYGOYD,BCN,ST,LYS,BCN,0,1200,0,0,0,23,44,AirbusSmall
MIQGELNO,MAD,CP,GVA,MAD,0,1200,0,0,0,29,53,AirbusSmall
ADKDGEDZ,MAD,FO,GVA,MAD,0,1200,0,0,0,21,49,AirbusSmall
PQAWJWNC,MAD,CSD,GVA,MAD,0,1200,0,0,0,25,45,AirbusSmall
HRKXQXDF,MAD,CSD,GVA,MAD,0,1200,0,0,0,28,58,AirbusSmall
IACYCEVC,MAD,ST,GVA,MAD,0,1200,0,0,0,26,40,AirbusSmall
BRCZXVZM,MAD,ST,GVA,MAD,0,1200,0,0,0,29,46,AirbusSmall
HXHUVLIQ,MAD,ST,GVA,MAD,0,1200,0,0,0,20,57,AirbusSmall
RRGUHCMJ,MAD,ST,GVA,MAD,0,1200,0,0,0,23,45,AirbusSmall
ZWPAEQPR,MAD,ST,GVA,MAD,0,1200,0,0,0,29,42,AirbusSmall
TEWTHZVG,MAD,ST,GVA,MAD,0,1200,0,0,0,29,58,AirbusSmall
CIKNHVYP,CDG,CP,LHR,CDG,0,1200,0,0,0,22,48,AirbusSmall
MEEOGQNE,CDG,FO,LHR,CDG,0,1200,0,0,0,24,56,AirbusSmall
ONCOETHQ,CDG,CSD,LHR,CDG,0,1200,0,0,0,24,52,AirbusSmall
CBNMVDEU,CDG,CSD,LHR,CDG,0,1200,0,0,0,22,59,AirbusSmall
HMXMWZJK,CDG,ST,LHR,CDG,0,1200,0,0,0,25,40,AirbusSmall
BCXADLGI,CDG,ST,LHR,CDG,0,1200,0,0,0,27,40,AirbusSmall
LJUQLKLT,CDG,ST,LHR,CDG,0,1200,0,0,0,20,55,AirbusSmall
XHXXXEII,CDG,ST,LHR,CDG,0,1200,0,0,0,27,51,AirbusSmall
FZRHDGYJ,CDG,ST,LHR,CDG,0,1200,0,0,0,20,51,AirbusSmall
JPSTOFTH,CDG,ST,LHR,CDG,0,1200,0,0,0,21,55,AirbusSmall
DHYQGTWT,CDG,CP,CDG,CDG,0,1200,0,0,0,21,52,AirbusSmall
YSQFLWPV,CDG,FO,CDG,CDG,0,1200,0,0,0,21,51,AirbusSmall
EOQIAXFY,CDG,CSD,CDG,CDG,0,1200,0,0,0,28,41,AirbusSmall
MFIGAWZJ,CDG,CSD,CDG,CDG,0,1200,0,0,0,23,43,AirbusSmall
JVPLOUOO,CDG,ST,CDG,CDG,0,1200,0,0,0,20,50,AirbusSmall
IHAERMNV,CDG,ST,CDG,CDG,0,1200,0,0,0,24,48,AirbusSmall
TJDCRDMH,CDG,ST,CDG,CDG,0,1200,0,0,0,23,40,AirbusSmall
WGNNEWRO,CDG,ST,CDG,CDG,0,1200,0,0,0,20,52,AirbusSmall
OFCRXVMG,CDG,ST,CDG,CDG,0,1200,0,0,0,29,57,AirbusSmall
CDNQKZAA,CDG,ST,CDG,CDG,0,1200,0,0,0,28,40,AirbusSmall
XVVRUISJ,ORY,CP,MLH,ORY,0,1200,0,0,0,24,41,AirbusSmall
TYOSFLCU,ORY,FO,MLH,ORY,0,1200,0,0,0,24,58,AirbusSmall
WFUGTASF,ORY,CSD,MLH,ORY,0,1200,0,0,0,28,41,AirbusSmall
LQVWHRQS,ORY,CSD,MLH,ORY,0,1200,0,0,0,24,52,AirbusSmall
